date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:43:51	1286381/1286381	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2012:09:52%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/06/roy-op-het-veld-opgemaakt-1/907285324.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/06/roy-op-het-veld-opgemaakt-1/907285324.png	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:43:51	75424/75424	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2012:17:59%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/05/47040b98-e966-4ab0-8bcd-3787e69fced3-nl-2020-2021-1-768x517-8adfdc42-670x451-1/3366093548.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/05/47040b98-e966-4ab0-8bcd-3787e69fced3-nl-2020-2021-1-768x517-8adfdc42-670x451-1/3366093548.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:43:51	1504954/1504954	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2012:09:50%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/06/protix-1-opgemaakt/3753032144.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/06/protix-1-opgemaakt/3753032144.png	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:43:51	112728/112728	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2012:09:52%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/05/sustainable-development-goals-1/1917032939.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/05/sustainable-development-goals-1/1917032939.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:43:52	95329/95329	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:43:51%20GMT	https://www.bnpparibas.nl/nl/voorvechter-van-duurzaamheid-in-de-zorg/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/voorvechter-van-duurzaamheid-in-de-zorg/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:43:56	225374/225374	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2012:18:00%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/04/adobestock-550120223/3284130914.jpeg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/04/adobestock-550120223/3284130914.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:43:56	94605/94605	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:43:54%20GMT	https://www.bnpparibas.nl/nl/een-jonge-generatieverbinder/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/een-jonge-generatieverbinder/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:43:57	96125/96125	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:43:54%20GMT	https://www.bnpparibas.nl/nl/op-weg-naar-een-impacteconomie/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/op-weg-naar-een-impacteconomie/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:43:57	94340/94340	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:43:54%20GMT	https://www.bnpparibas.nl/nl/de-voetprintarier-food-for-thought/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/de-voetprintarier-food-for-thought/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:43:58	97526/97526	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:43:56%20GMT	https://www.bnpparibas.nl/nl/de-energietransitie-in-10-dilemmas/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/de-energietransitie-in-10-dilemmas/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:43:58	195550/195550	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2012:09:53%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/04/harm-edens/40290069.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/04/harm-edens/40290069.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:43:58	95232/95232	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:43:58%20GMT	https://www.bnpparibas.nl/nl/de-schouders-onder-de-sdgs/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/de-schouders-onder-de-sdgs/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:43:59	99931/99931	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:43:58%20GMT	https://www.bnpparibas.nl/nl/het-nederland-van-2120-op-de-kaart/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/het-nederland-van-2120-op-de-kaart/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:43:59	264826/264826	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2012:09:53%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/03/floating-farm-1/1442202240.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/03/floating-farm-1/1442202240.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:43:59	218457/218457	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2012:11:59%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/03/cop-aflevering/2441520076.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/03/cop-aflevering/2441520076.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:44:00	97427/97427	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:43:59%20GMT	https://www.bnpparibas.nl/nl/circulaire-landbouw-in-de-stad/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/circulaire-landbouw-in-de-stad/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:44:03	222072/222072	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2012:11:59%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/01/podcast-cover/4123630884.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/01/podcast-cover/4123630884.jpg	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:44:03	96201/96201	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:44:00%20GMT	https://www.bnpparibas.nl/nl/spijkers-met-coppen/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/spijkers-met-coppen/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:44:04	96049/96049	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:44:01%20GMT	https://www.bnpparibas.nl/nl/100-gesprekken-over-duurzaamheid/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/100-gesprekken-over-duurzaamheid/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:44:04	93856/93856	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:44:01%20GMT	https://www.bnpparibas.nl/nl/van-groene-groei-en-ontgroei-naar-postgroei/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/van-groene-groei-en-ontgroei-naar-postgroei/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:44:05	94035/94035	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Jul%202025%2018:44:04%20GMT	https://www.bnpparibas.nl/nl/kartrekkers-experts-starters-groeiers-en-switchers/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/kartrekkers-experts-starters-groeiers-en-switchers/index.html	(from https://www.bnpparibas.nl/nl/laatste-inzichten/?category%5B%5D=podcast)
21:44:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Jul%202025%2018:44:04%20GMT	https://www.bnpparibas.nl/nl/intrinsieke-deugers-hebben-we-nodig/i	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/intrinsieke-deugers-hebben-we-nodig/i	(from https://www.bnpparibas.nl/nl/intrinsieke-deugers-hebben-we-nodig/)
21:44:06	177422/177422	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Apr%202023%2010:23:52%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/04/harm-edens/1855495973.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/04/harm-edens/1855495973.jpg	(from https://www.bnpparibas.nl/nl/intrinsieke-deugers-hebben-we-nodig/)
21:44:06	60724/60724	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jul%202025%2018:44:06%20GMT	https://www.bnpparibas.nl/nl/intrinsieke-deugers-hebben-we-nodig/Firefox/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/intrinsieke-deugers-hebben-we-nodig/Firefox/index.html	(from https://www.bnpparibas.nl/nl/intrinsieke-deugers-hebben-we-nodig/)
21:44:07	173701/173701	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Apr%202023%2014:23:32%20GMT	https://cdn.territories.bnpparibas/app/uploads/sites/6/2023/04/harm-edens-794-x-553.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/cdn.territories.bnpparibas/app/uploads/sites/6/2023/04/harm-edens-794-x-553.jpg	(from https://www.bnpparibas.nl/nl/intrinsieke-deugers-hebben-we-nodig/)
21:44:07	182193/182193	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Jan%202023%2009:42:21%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/2023/01/podcast-cover-1024x1024.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/2023/01/podcast-cover-1024x1024.jpg	(from https://www.bnpparibas.nl/nl/intrinsieke-deugers-hebben-we-nodig/)
21:44:07	612110/612110	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Apr%202023%2014:15:10%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/2023/04/harm-edens-opgemaakt-1024x1024.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/2023/04/harm-edens-opgemaakt-1024x1024.png	(from https://www.bnpparibas.nl/nl/intrinsieke-deugers-hebben-we-nodig/)
21:44:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Jul%202025%2018:44:08%20GMT	https://www.bnpparibas.nl/nl/de-energietransitie-is-ook-geopolitiek/i	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/de-energietransitie-is-ook-geopolitiek/i	(from https://www.bnpparibas.nl/nl/de-energietransitie-is-ook-geopolitiek/)
21:44:09	174289/174289	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Jan%202023%2010:00:50%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2023/01/podcast-cover/4190466207.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2023/01/podcast-cover/4190466207.jpg	(from https://www.bnpparibas.nl/nl/de-energietransitie-is-ook-geopolitiek/)
21:44:10	77154/77154	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202023%2016:34:33%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/2023/02/hcss-0329rdw-300x300-1.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/2023/02/hcss-0329rdw-300x300-1.jpg	(from https://www.bnpparibas.nl/nl/de-energietransitie-is-ook-geopolitiek/)
21:44:10	516489/516489	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Feb%202023%2017:11:15%20GMT	https://cdn.territories.bnpparibas/app/uploads/sites/6/2023/02/rob-de-wijk-1024x679.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/cdn.territories.bnpparibas/app/uploads/sites/6/2023/02/rob-de-wijk-1024x679.png	(from https://www.bnpparibas.nl/nl/de-energietransitie-is-ook-geopolitiek/)
21:44:10	60724/60724	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jul%202025%2018:44:09%20GMT	https://www.bnpparibas.nl/nl/de-energietransitie-is-ook-geopolitiek/Firefox/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/de-energietransitie-is-ook-geopolitiek/Firefox/index.html	(from https://www.bnpparibas.nl/nl/de-energietransitie-is-ook-geopolitiek/)
21:44:10	62009/62009	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jul%202025%2018:44:10%20GMT	https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/i	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/i	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/)
21:44:10	266468/266468	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20Oct%202022%2011:38:54%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/10/header-zonder-tekst-3/1832860642.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/10/header-zonder-tekst-3/1832860642.jpg	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/)
21:44:10	11674/11674	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Oct%202022%2014:47:33%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/2022/10/transition-to-a-net-zero-economy-blok-nog-een-groene-border-omheen-zetten.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/2022/10/transition-to-a-net-zero-economy-blok-nog-een-groene-border-omheen-zetten.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/)
21:44:11	4646/4646	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Oct%202022%2008:22:07%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/2022/10/our-impact-blok.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/2022/10/our-impact-blok.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/)
21:44:11	100467/100467	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Oct%202022%2008:22:39%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/2022/10/cutting-50-co2-blok.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/2022/10/cutting-50-co2-blok.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/)
21:44:11	62009/62009	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jul%202025%2018:44:11%20GMT	https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/Firefox/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/Firefox/index.html	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/)
21:44:14	83145/83145	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Oct%202022%2008:23:16%20GMT	https://cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/donate-blok.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/donate-blok.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/)
21:44:14	22104/22104	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Oct%202022%2008:24:09%20GMT	https://cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/paris-climate-agreement-blok.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/paris-climate-agreement-blok.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/)
21:44:14	36308/36308	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Oct%202022%2012:08:37%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/2022/10/a-sustainable-and-inclusive-world-blok-met-border.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/2022/10/a-sustainable-and-inclusive-world-blok-met-border.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/)
21:44:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Jul%202025%2018:44:15%20GMT	https://www.bnpparibas.nl/nl/sustainability_mission/netzero_transition/netzero_transition-3/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/sustainability_mission/netzero_transition/netzero_transition-3/index.html	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/)
21:44:15	57165/57165	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Oct%202022%2008:24:24%20GMT	https://cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/reducing-5.1-million-co2-blok.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/reducing-5.1-million-co2-blok.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/)
21:44:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Jul%202025%2018:44:15%20GMT	https://www.bnpparibas.nl/nl/sustainability_mission/planetaire_grenzen	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/sustainability_mission/planetaire_grenzen	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/)
21:44:16	15443/15443	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Oct%202022%2012:09:04%20GMT	https://cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/transition-to-an-economy-that-respects-planetary-boundaries-blok-met-border.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/transition-to-an-economy-that-respects-planetary-boundaries-blok-met-border.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/)
21:44:16	22768/22768	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Oct%202022%2012:09:22%20GMT	https://cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/transition-to-an-inclusive-society-blok-met-border.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/transition-to-an-inclusive-society-blok-met-border.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/)
21:44:17	62009/62009	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jul%202025%2018:44:17%20GMT	https://www.bnpparibas.nl/nl/duurzaamheids_missie/planetaire_grenzen/i	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/duurzaamheids_missie/planetaire_grenzen/i	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/planetaire_grenzen/)
21:44:17	278250/278250	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Oct%202022%2020:04:05%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/10/header-zonder-tekst-2/2710911868.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/10/header-zonder-tekst-2/2710911868.jpg	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/planetaire_grenzen/)
21:44:17	15132/15132	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Oct%202022%2014:51:50%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/2022/10/transition-to-an-economy-that-respects-planetary-boundaries-blok-.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/2022/10/transition-to-an-economy-that-respects-planetary-boundaries-blok-.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/planetaire_grenzen/)
21:44:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Jul%202025%2018:44:17%20GMT	https://www.bnpparibas.nl/nl/sustainability_mission/planetaire_grenzen/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/sustainability_mission/planetaire_grenzen/index.html	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/netzero_transitie/)
21:44:18	55486/55486	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Oct%202022%2012:24:10%20GMT	https://cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/circular-economy-blok.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/circular-economy-blok.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/planetaire_grenzen/)
21:44:18	100302/100302	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Oct%202022%2012:23:52%20GMT	https://cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/measure-the-biodiversity-blok.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/measure-the-biodiversity-blok.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/planetaire_grenzen/)
21:44:18	62009/62009	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jul%202025%2018:44:18%20GMT	https://www.bnpparibas.nl/nl/duurzaamheids_missie/planetaire_grenzen/Firefox/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/duurzaamheids_missie/planetaire_grenzen/Firefox/index.html	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/planetaire_grenzen/)
21:44:18	21792/21792	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Oct%202022%2012:24:27%20GMT	https://cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/400h-blok.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/400h-blok.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/planetaire_grenzen/)
21:44:18	45660/45660	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Oct%202022%2012:24:39%20GMT	https://cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/reducing-co2-and-e-waste-blok.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/reducing-co2-and-e-waste-blok.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/planetaire_grenzen/)
21:44:19	11669/11669	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Oct%202022%2012:09:52%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/2022/10/transition-to-an-inclusive-society-blok-met-groene-border.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/2022/10/transition-to-an-inclusive-society-blok-met-groene-border.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/planetaire_grenzen/)
21:44:20	62009/62009	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jul%202025%2018:44:20%20GMT	https://www.bnpparibas.nl/nl/duurzaamheids_missie/inclusieve_samenleving/i	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/duurzaamheids_missie/inclusieve_samenleving/i	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/inclusieve_samenleving/)
21:44:20	62009/62009	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jul%202025%2018:44:21%20GMT	https://www.bnpparibas.nl/nl/duurzaamheids_missie/inclusieve_samenleving/Firefox/	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/nl/duurzaamheids_missie/inclusieve_samenleving/Firefox/index.html	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/inclusieve_samenleving/)
21:44:21	22820/22820	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Oct%202022%2014:49:16%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/2022/10/transition-to-an-inclusive-society-blok-nog-een-groene-border-omheen-zetten.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/2022/10/transition-to-an-inclusive-society-blok-nog-een-groene-border-omheen-zetten.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/inclusieve_samenleving/)
21:44:21	160009/160009	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20Oct%202022%2011:43:26%20GMT	https://www.bnpparibas.nl/app/uploads/sites/6/cache/2022/10/header-zonder-tekst-4/1744450299.jpg	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/www.bnpparibas.nl/app/uploads/sites/6/cache/2022/10/header-zonder-tekst-4/1744450299.jpg	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/inclusieve_samenleving/)
21:44:21	108163/108163	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Oct%202022%2012:14:50%20GMT	https://cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/allience-blok.png	C:/Users/admin/Desktop/BANQUE/CODE%20CLONE/cdn.territories.bnpparibas/app/uploads/sites/6/2022/10/allience-blok.png	(from https://www.bnpparibas.nl/nl/duurzaamheids_missie/inclusieve_samenleving/)
